brand_name,snack_name,snack_url,snack_taste_test,snack_smell_test,amazon_link
M&M's (54) ,M&M's White Chocolate Candy Corn ,https://www.taquitos.net/candy/M-and-Ms-White-Chocolate-Candy-Corn,"Taste test: As someone who is not a huge fan of candy corn (but loves M&M's), yet can't resist eating some when it's made available to me, I of course jumped at the chance to see what the M&M's take on candy corn would be.",Smell test: Definitely not the standard M&M's smell. Sort of like a Creamsicle. ,https://www.amazon.com/s/ref=as_li_ss_tl?url=search-alias=grocery&field-keywords=M&M's&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=32226b2fa02b5a378ad53f5b13112ac7
M&M's (54) ,M&M's White Chocolate Peanut ,https://www.taquitos.net/candy/M-and-Ms-White-Chocolate-Peanut,"Taste test: This version of M&M's came with the same color assortment as the milk chocolate peanut version, with blue, green, orange, yellow and brown candy coatings.",Smell test: Not much! Couldn't notice any white chocolate or peanuts. ,https://www.amazon.com/s/ref=as_li_ss_tl?url=search-alias=grocery&field-keywords=M&M's&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=32226b2fa02b5a378ad53f5b13112ac7
M&M's (54) ,M&M's White Chocolate Peppermint ,https://www.taquitos.net/candy/M-and-Ms-White-Chocolate-Peppermint,"Taste test: This version of M&M's wasn't labeled as a limited edition, but we bought it at a post-Christmas closeout and haven't seen it before or since, so it may have been limited.",Smell test: Smells like a candy cane. ,https://www.amazon.com/s/ref=as_li_ss_tl?url=search-alias=grocery&field-keywords=M&M's&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=32226b2fa02b5a378ad53f5b13112ac7
M&M's (54) ,M&M's White Pumpkin Pie ,https://www.taquitos.net/candy/M-and-Ms-White-Pumpkin-Pie,"Taste test: These M&M's were a bit bigger than standard ones and came in three colors — orange, light brown and a very, very light orange that almost looked white — with the M's in the same gray on all three kinds. I grabbed a handful and bit in to find the usual M&M's texture and a flavor that was very much like the taste of a pumpkin pie. The interiors had an off-white color. It was definitely denser and sweeter, but both the taste and aftertaste definitely said ""pumpkin pie"" to me. And I love pumpkin pie, so that's a good thing!","Smell test: Wow, smells just like a pumpkin pie. Great! ",https://www.amazon.com/s/ref=as_li_ss_tl?url=search-alias=grocery&field-keywords=M&M's&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=32226b2fa02b5a378ad53f5b13112ac7
M&M's (54) ,Mexican Jalapeño Peanut M&M's ,https://www.taquitos.net/candy/M-and-Ms-Mexican-Jalapeno-Peanut,"Taste test: These M&M's (part of a flavor contest also involving Thai Coconut and Toffee versions) looked mostly like regular Peanut M&M's, with a subset of the usual colors — green, yellow and red — that gave them a Mexican theme.","Smell test: Definitely different than regular peanut M&M's, but not really a strong hit of jalapeno. ",https://www.amazon.com/s/ref=as_li_ss_tl?url=search-alias=grocery&field-keywords=M&M's&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=32226b2fa02b5a378ad53f5b13112ac7
M&M's (54) ,Mint Crisp M&M's Adventures of Indiana Jones ,https://www.taquitos.net/candy/Mint_Crisp_M_and_Ms,"Taste test: These M&M's were a bit larger and more irregularly shaped than regular M&M's, and they came in three colors: white, light green and green.",Smell test: Excellent chocolate mint smell. ,https://www.amazon.com/s/ref=as_li_ss_tl?url=search-alias=grocery&field-keywords=M&M's&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=32226b2fa02b5a378ad53f5b13112ac7
M&M's (54) ,Mint Dark Chocolate M&M's ,https://www.taquitos.net/candy/Mint-Dark-Chocolate-MMs,"Taste test: These M&M's (not to be confused with the Mint Chocolate, Mint Crisp or Premium Mint versions) were slightly larger than standard M&M's, and they came in just two colors, green and light green.",Smell test: Good chocolate mint smell. Strong. ,https://www.amazon.com/s/ref=as_li_ss_tl?url=search-alias=grocery&field-keywords=M&M's&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=32226b2fa02b5a378ad53f5b13112ac7
M&M's (54) ,Pretzel M&M's ,https://www.taquitos.net/candy/Pretzel-M-and-Ms,"Taste test: Putting pretzels inside M&M's is a big change from the ordinary, so I was very excited when I heard about these. The art on the bag depicted an orange M&M holding up an x-ray showing that there was a knotted pretzel inside. I had no idea how they managed to fit any sort of knotted pretzel inside an M&M, so the anticipation grew as I opened the bag. It turned out that these M&M's had a much different shape than your typical M&M's, as they were roughly spherical (though a bit irregular as spheres go). Colors included blue, orange, brown and sort of a reddish light brown.",Smell test: Regular M&M's smell. ,https://www.amazon.com/s/ref=as_li_ss_tl?url=search-alias=grocery&field-keywords=M&M's&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=32226b2fa02b5a378ad53f5b13112ac7
M&M's (54) ,Strawberry Nut M&M's ,https://www.taquitos.net/candy/Strawberry-Nut-M-and-Ms,"Taste test: This special edition of M&M's came in green, red and pink, and the pieces generally looked smaller in size than regular Peanut M&M's. I bit in to find that whatever they did to add strawberry to Peanut M&M's really altered the whole flavor of everything, and not in good way at all. Internally, they looked like peanut M&M's, with a peanut center, but everything tasted overly sweet and berry-ish. Some kind of berry, anyway — I couldn't really specifically taste strawberry. Not good at all.",Smell test: Definitely some strawberry and peanut mixed in with the chocolate. ,https://www.amazon.com/s/ref=as_li_ss_tl?url=search-alias=grocery&field-keywords=M&M's&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=32226b2fa02b5a378ad53f5b13112ac7
M&M's (54) ,Thai Coconut Peanut M&M's ,https://www.taquitos.net/candy/M-and-Ms-Thai-Coconut-Peanut,"Taste test: This special edition of M&M's, released alongside Jalapeño and Toffee versions, came with blue, pinkish off-white and dull green pieces that were comparable in size to standard Peanut M&M's.",Smell test: Smells like regular Peanut M&M's. ,https://www.amazon.com/s/ref=as_li_ss_tl?url=search-alias=grocery&field-keywords=M&M's&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=32226b2fa02b5a378ad53f5b13112ac7
M&M's (54) ,White Chocolate M&M's Pirate Pearls ,https://www.taquitos.net/snacks.php?snack_code=3256,"Taste test: This bag included white, light beige, pale yellow and light blue M&M's.","Smell test: Something about the smell reminded me of regular M&M's, but it was different. ",https://www.amazon.com/s/ref=as_li_ss_tl?url=search-alias=grocery&field-keywords=M&M's&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=32226b2fa02b5a378ad53f5b13112ac7
M&M's (54) ,Wild Cherry M&M's ,https://www.taquitos.net/candy/Wild_Cherry_M_and_Ms,"Taste test: These M&M's were slightly larger than the standard M&M's, but nowhere near as big as Peanut M&M's.",Smell test: Smells like chocolate cherry candies. More cherry than chocolate. Strong. ,https://www.amazon.com/s/ref=as_li_ss_tl?url=search-alias=grocery&field-keywords=M&M's&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=32226b2fa02b5a378ad53f5b13112ac7
Mike and Ike (7) ,Mike and Ike Buttered Popcorn ,https://www.taquitos.net/candy/Mike-and-Ike-Buttered-Popcorn,"Taste test: This version of Mike and Ike had the usual shapes, with a pale yellow color.",Smell test: Kind of smells like a movie theater. But not that strongly of buttered popcorn. ,"https://www.amazon.com/s/ref=as_li_ss_tl?k=popcorn&i=grocery&rh=n:16310101,n:16322991&dc&qid=1540691761&rnid=16310211&ref=sr_nr_n_5&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=5b1b239d02362797d33de723028f1485"
Mike and Ike (7) ,Mike and Ike Caramel Apple ,https://www.taquitos.net/candy/Mike-and-Ike-Caramel-Apple,Taste test: This seasonal flavor from Mike and Ike had two different kinds of pieces pieces in the usual shapes — light green apple ones and light brown caramel ones.,Smell test: Not much. ,https://www.amazon.com/b/?_encoding=UTF8&camp=1789&creative=9325&linkCode=ur2&node=16322721&pf_rd_i=16310101&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=1711856062&pf_rd_r=0MVHX4BGPRAG0E9R6B5H&pf_rd_s=merchandised-search-3&pf_rd_t=101&tag=taquitosnet-sn-1-20
Mike and Ike (7) ,Mike and Ike Chewy Cotton Candy Flavored Candies ,https://www.taquitos.net/candy/Mike-and-Ike-Cotton-Candy,"Taste test: This box contained two different colors of Mike and Ikes, matching two of the most common cotton candy colors, pink and blue. The pink ones looked much like the illustration on the front of the package, but the blue ones were quite bit darker than the powder blue ones pictured, as they were almost teal blue.","Smell test: Not much, but remotely like cotton candy. ",https://www.amazon.com/b/?_encoding=UTF8&camp=1789&creative=9325&linkCode=ur2&node=16322721&pf_rd_i=16310101&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=1711856062&pf_rd_r=0MVHX4BGPRAG0E9R6B5H&pf_rd_s=merchandised-search-3&pf_rd_t=101&tag=taquitosnet-sn-1-20
Mike and Ike (7) ,Mike and Ike Cotton Candy ,https://www.taquitos.net/candy/Mike-and-Ike-Cotton-Candy-Really,"Taste test: This bag promised to deliver the taste of Mike and Ike candy in the delightful form of cotton candy, with anywhere from one to three flavors in the bag. The really crazy thing here is that we previously reviewed a flavor of Mike and Ike (as in the actual capsule-shaped candies) that tried to perform the very opposite trick — bring the cotton candy taste to that form.","Smell test: A nice change from the usual cotton candy smell, as we could actually smell the sugary fruit flavors. ",https://www.amazon.com/b/?_encoding=UTF8&camp=1789&creative=9325&linkCode=ur2&node=16322721&pf_rd_i=16310101&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=1711856062&pf_rd_r=0MVHX4BGPRAG0E9R6B5H&pf_rd_s=merchandised-search-3&pf_rd_t=101&tag=taquitosnet-sn-1-20
Mike and Ike (7) ,Mike and Ike Jolly Joes ,https://www.taquitos.net/candy/Jolly-Joes,"Taste test: This grape-flavored version of Mike and Ike (sold years ago under the separate brand of Jolly Joes) is the only Mike and Ike flavor that we know of that puts just one flavor into the box, rather than a mix of different kinds.",Smell test: Smells like grape candy. ,https://www.amazon.com/b/?_encoding=UTF8&camp=1789&creative=9325&linkCode=ur2&node=16322721&pf_rd_i=16310101&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=1711856062&pf_rd_r=0MVHX4BGPRAG0E9R6B5H&pf_rd_s=merchandised-search-3&pf_rd_t=101&tag=taquitosnet-sn-1-20
Mike and Ike (7) ,Mike and Ike Root Beer Float ,https://www.taquitos.net/candy/Mike-and-Ike-Root-Beer-Float,Taste test: This special flavor of Mike and Ike turned a lot of heads when we offered it to potential snack tasters during a musical performance at a brewery. People just could not resist the temptation of a root beer float encapsulated in a candy.,"Smell test: Yes, smells like a root beer float. Great! ",https://www.amazon.com/b/?_encoding=UTF8&camp=1789&creative=9325&linkCode=ur2&node=16322721&pf_rd_i=16310101&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=1711856062&pf_rd_r=0MVHX4BGPRAG0E9R6B5H&pf_rd_s=merchandised-search-3&pf_rd_t=101&tag=taquitosnet-sn-1-20
Mike and Ike (7) ,Mike and Ike Tropical Typhoon ,https://www.taquitos.net/candy/Mike-and-Ike-Tropical-Typhoon,"Taste test: This version of Mike and Ike had five different flavors, each a different color, according to the back of the package: Kiwi-Banana (green), Caribbean Punch (blue), Strawberry-Banana (red), Paradise Punch (pink) and Mango (orange). The front also had a nice picture key to translate flavor names into fruits (though translation was only needed for two of the five flavors; the others were self-explanatory). But it was odd that you needed to consult two different keys that couldn't be viewed simultaneously to figure out the name and intended fruit composition of any given color. I opened the package to find that the distinction between pink and red wasn't quite so clear; it turned out that the Strawberry-Banana ones were more of a dark pink, and the Paradise Punch ones light pink.","Smell test: Not much, just a slight fruit juice smell. ",https://www.amazon.com/b/?_encoding=UTF8&camp=1789&creative=9325&linkCode=ur2&node=16322721&pf_rd_i=16310101&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=1711856062&pf_rd_r=0MVHX4BGPRAG0E9R6B5H&pf_rd_s=merchandised-search-3&pf_rd_t=101&tag=taquitosnet-sn-1-20
Milka (15) ,Milka & Chips Ahoy! ,https://www.taquitos.net/cookies/Milka-Chips-Ahoy,"Taste test: This large chocolate bar had the same 5x3 grid as the Oreo Milka, with a filling that in this case tried to bring the taste of a Chips Ahoy cookie in between the milk chocolate top and bottom. The center looked kind of like cookie dough, with some cookie bits or chocolate chips visible, but not a lot of them.",Smell test: There is a hint of chocolate chip cookie amid the milk chocolate smell. ,https://www.amazon.com/stores/page/D08E53A2-6791-46BD-A90C-C6587D0ADCDB/ref=as_li_ss_tl?store_ref=storeRecs_Instant_2592220011&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=8538d8fd5838b0cac9cd3c23123f07b9
Milka (15) ,Milka & Oreo ,https://www.taquitos.net/candy/Milka-and-Oreo,"Taste test: This candy bar's announcement made a big splash in the news — apparently putting Oreo into a candy bar is newsworthy, which kind of baffled me because Cadbury had already done the same thing. Then it took some months for me to find one to eat.",Smell test: It does smell like a mix of milk chocolate and Oreos. ,https://www.amazon.com/s/ref=as_li_ss_tl?ie=UTF8&search-alias=grocery&field-brandtextbin=Oreo&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=9cc9c025dde53f2af53add765d7b7de6
Milka (15) ,Milka Alpenmilch ,https://www.taquitos.net/candy/Milka-Alpenmilch,"Taste test: This large candy bar had a 6x4 grid of small sections, each bearing the Milka logo.",Smell test: Good milk chocolate smell. ,"https://www.amazon.com/s/ref=as_li_ss_tl?k=chocolate&i=grocery&crid=2E0OVDPLB3UL8&sprefix=chocoalte,aps,186&ref=nb_sb_ss_sc_2_9&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=8df4a4f789c56ab7457b524220ad1445"
Milka (15) ,Milka Bubbly Alpine Milk ,https://www.taquitos.net/candy/Milka-Bubbly,"Taste test: This bar from Poland was Milka's entry into the field of aerated chocolate, already populated by bars that include Cadbury Wispa, Hershey Air Delight, Nestle Areo and Cadbury Dairy Milk Bubbly (which uses the same ""Bubbly"" brand as this one, but also now falls under the same Mondelez corporate umbrella).","Smell test: Good creamy, sweet milk chocolate smell. ","https://www.amazon.com/s/ref=as_li_ss_tl?k=chocolate&i=grocery&crid=2E0OVDPLB3UL8&sprefix=chocoalte,aps,186&ref=nb_sb_ss_sc_2_9&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=8df4a4f789c56ab7457b524220ad1445"
Milka (15) ,Milka Bunte Kakaolinsen ,https://www.taquitos.net/candy/Milka-Bunte-Kakaolinsen,"Taste test: This large chocolate bar had a 4x6 grid of rectangular sections. From the picture on front, I was expecting M&M's-like candies to be embedded inside, and could see hints of just that through the outside of the bar, I, but the effect was nowhere near as impressive as the beautiful (and long-gone) M-Azing bars from M&M's. Each section had the Milka logo on top.",Smell test: Mild creamy milk chocolate smell. ,"https://www.amazon.com/s/ref=as_li_ss_tl?k=chocolate&i=grocery&crid=2E0OVDPLB3UL8&sprefix=chocoalte,aps,186&ref=nb_sb_ss_sc_2_9&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=8df4a4f789c56ab7457b524220ad1445"
Milka (15) ,Milka Choco Wafer ,https://www.taquitos.net/candy/Milka-Choco-Wafer,"Taste test: These wafers were much different from most things that we consider wafers, as they were round, individually foil wrapped and had a thick chocolate coating. There were three wafer layers within each piece, separated by chocolate, with an even thicker coating of chocolate for the whole exterior. Each one was pretty big, a half inch thick and 2-1/2 inches in diameter. The package contained just five of them, stacked at an angle, overlapping on a plastic tray.",Smell test: Nice chocolate smell. ,"https://www.amazon.com/s/ref=as_li_ss_tl?k=chocolate&i=grocery&crid=2E0OVDPLB3UL8&sprefix=chocoalte,aps,186&ref=nb_sb_ss_sc_2_9&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=8df4a4f789c56ab7457b524220ad1445"
Milka (15) ,Milka Double Chocolate Oreo Chocolate Candy Bar ,https://www.taquitos.net/candy/Milka-Double-Chocolate-Oreo,"Taste test: This bar followed a similar formula to the Milka & Oreo bar, with a 5x3 section grid, a milk chocolate exterior and an interior consisting of Oreo creme and bits of Oreo cookie. The ""Double Chocolate"" difference was that the creme was chocolate-flavored instead of the conventional white creme. Each section had the Milka logo, and from the outside, there was no sign of the cookie bits or creme.",Smell test: Creamy milk chocolate smell. Nice. ,https://www.amazon.com/s/ref=as_li_ss_tl?ie=UTF8&search-alias=grocery&field-brandtextbin=Oreo&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=9cc9c025dde53f2af53add765d7b7de6
Milka (15) ,Milka Leo ,https://www.taquitos.net/candy/Milka-Leo,"Taste test: This bar from Milka was clearly a knockoff of Kit Kat, as it had a suspiciously similar detachable four-finger structure, with wafers embedded inside each one. The four bars had a pattern of waves running across their tops (with no Leo logo as it showed in on the wrapper).",Smell test: Good rich milk chocolate smell. ,"https://www.amazon.com/s/ref=as_li_ss_tl?k=chocolate&i=grocery&crid=2E0OVDPLB3UL8&sprefix=chocoalte,aps,186&ref=nb_sb_ss_sc_2_9&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=8df4a4f789c56ab7457b524220ad1445"
Milka (15) ,Milka Milky Moo  ,https://www.taquitos.net/candy/Milka-Milki-Moo,"Taste test: This cardboard wrapper contained contained eight small, individually foiler-wrapped bars, each roughly the size of a single Kit Kat finger, except about half as thick. Dimensions aside, they were quite unlike Kit Kat bars, as there was no wafer interior, and instead there was a white cream interior. The exteriors were all milk chocolate, with each bar divided into four sections and a cow atop each one.","Smell test: Creamy, sweet milk chocolate smell. ","https://www.amazon.com/s/ref=as_li_ss_tl?k=chocolate&i=grocery&crid=2E0OVDPLB3UL8&sprefix=chocoalte,aps,186&ref=nb_sb_ss_sc_2_9&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=8df4a4f789c56ab7457b524220ad1445"
Milka (15) ,Milka Mint Oreo Chocolate Candy Bar ,https://www.taquitos.net/candy/Milka-Mint-Oreo-Milk-Chocolate-Bar,"Taste test: This narrow bar had the same shape and six-section design as the non-mint version, and it's now one of four different versions of the Milk Oreo bar (the other two being Big Crunch and the original Milka & Oreo).",Smell test: Great mint chocolate smell. ,https://www.amazon.com/s/ref=as_li_ss_tl?ie=UTF8&search-alias=grocery&field-brandtextbin=Oreo&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=9cc9c025dde53f2af53add765d7b7de6
Milka (15) ,Milka Oreo ,https://www.taquitos.net/candy/Milka-Oreo,"Taste test: This was the eighth kind of Oreo-themed Milka chocolate bar that we've reviewed, but it was the first to embed entire Oreo cookies (albeit miniature ones) into the bar. The bar had 10 sections, lined up in two rows of five, with the round Mini Oreo cookies and a layer of creme rising up from the top and just the cookies jutting out of the bottom. Each section was rounded on the outer edge, following the contour of the cookie inside.","Smell test: Mild, creamy chocolate smell. ",https://www.amazon.com/s/ref=as_li_ss_tl?ie=UTF8&search-alias=grocery&field-brandtextbin=Oreo&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=9cc9c025dde53f2af53add765d7b7de6
Milka (15) ,Milka Oreo Big Crunch Bar ,https://www.taquitos.net/candy/Milka-Oreo-Big-Crunch-Bar,"Taste test: This bar was by far the largest of the three new Oreo-themed candy bars released by Milka, weighing in at 10.5 ounces and containing 36 sections in a 9x4 grid. After finding the other two (the small Oreo Chocolate Candy Bar and midsize Milka & Oreo) had far more creme than cookie, with bits of Oreo cookie within a white creme center — and not even the real Oreo creme filling, at that — I was excited to see that this one showed a solid cookie layer in between creme layers. It took some serious muscle to break the bar into sections — this was one very structurally sound bar.",Smell test: Good mild chocolate smell. ,https://www.amazon.com/s/ref=as_li_ss_tl?ie=UTF8&search-alias=grocery&field-brandtextbin=Oreo&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=9cc9c025dde53f2af53add765d7b7de6
Milka (15) ,Milka Oreo Brownie ,https://www.taquitos.net/candy/Milka-Oreo-Brownie,"Taste test: This version of the collaborative Milka/Oreo bar had a 5x3 section grid, with the Milka logo atop each section and some occasional darkish stuff (that I assumed to be the Oreo material within) showing through the otherwise light milk chocolate color.",Smell test: Nice creamy milk chocolate smell. ,https://www.amazon.com/s/ref=as_li_ss_tl?ie=UTF8&search-alias=grocery&field-brandtextbin=Oreo&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=9cc9c025dde53f2af53add765d7b7de6
Milka (15) ,Milka Oreo Choco-Mix ,https://www.taquitos.net/candy/Milka-Oreo-Choco-Mix,"Taste test: This mix promised two kind of Mini Oreos — regular chocolate ones and Golden ones — along with Milka's version of M&M's (called ""candy coated chocolate pieces""), which were previously seen embedded in a Milka bar, plus some larger chocolate buttons.","Smell test: Sweet, but not the typical Oreos smell. ",https://www.amazon.com/s/ref=as_li_ss_tl?ie=UTF8&search-alias=grocery&field-brandtextbin=Oreo&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=9cc9c025dde53f2af53add765d7b7de6
Milka (15) ,Milka Oreo Chocolate Candy Bar ,https://www.taquitos.net/candy/Milka-Oreo-Chocolate-Candy-Bar,"Taste test: This narrow bar, one of three new Oreo-themed candy bars, had six dome-shaped sections (basically six big bumps) with a design that was sort of like the Coca Cola dynamic ribbon running across the tops of all the sections. The whole exterior had a light milk chocolate color.",Smell test: Nice creamy milk chocolate smell. ,https://www.amazon.com/s/ref=as_li_ss_tl?ie=UTF8&search-alias=grocery&field-brandtextbin=Oreo&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=9cc9c025dde53f2af53add765d7b7de6
Milky Way (9) ,Hostess Brownies made with Milky Way ,https://www.taquitos.net/snack_cake/Hostess-Brownies-Milky-Way,"Taste test: This box promised some sort of mix-up between a Milky Way bar and a brownie, and that was an unusual combination, so we figured it was worth a shot. There were six individually wrapped square brownies. The top of each one had a chocolate coating  topped with an irregular layer that looked like the stuff inside a Milky Way.","Smell test: Good chocolate smell, but not that much like a brownie, nor a Milky Way bar. ","https://www.amazon.com/s/ref=as_li_ss_tl?k=snack+cakes&i=grocery&rh=n:16310101,n:11437494011&dc&crid=2F5WZW24WNISQ&qid=1540691603&rnid=16310211&sprefix=snack+cakes,aps,138&ref=sr_nr_n_1&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=83bd0398399ca2f84763429baa5f06ee"
Milky Way (9) ,Milky Way (European version) ,https://www.taquitos.net/snacks.php?snack_code=2532,"Taste test: This small candy bar had a whipped white chocolate inside, with a milk chocolate outer coating.",Smell test: Very creamy chocolate smell. Reminded me of Elite chocolates from Israel. ,"https://www.amazon.com/s/ref=as_li_ss_tl?k=chocolate&i=grocery&crid=2E0OVDPLB3UL8&sprefix=chocoalte,aps,186&ref=nb_sb_ss_sc_2_9&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=8df4a4f789c56ab7457b524220ad1445"
Milky Way (9) ,Milky Way Caramel Apple Minis ,https://www.taquitos.net/candy/Milky-Way-Caramel-Apple,"Taste test: This limited-edition version of the Milky Way bar promised the taste of a caramel apple, as they replaced the original Milky Way's chocolate nougat with an apple-flavored nougat and left the caramel layer and milk chocolate exterior as is.","Smell test: Not really like a caramel apple, but there was lots of caramel and a hint of apple. ","https://www.amazon.com/s/ref=as_li_ss_tl?k=chocolate&i=grocery&crid=2E0OVDPLB3UL8&sprefix=chocoalte,aps,186&ref=nb_sb_ss_sc_2_9&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=8df4a4f789c56ab7457b524220ad1445"
Milky Way (9) ,Milky Way French Vanilla and Caramel ,https://www.taquitos.net/candy/Milky-Way-French-Vanilla-Caramel,"Taste test: This version of the Milky Way bar looked like a regular Milky Way from the outside, with the same overall shape and a smooth milk chocolate exterior featuring some subtle ripples on top.",Smell test: Good caramel and chocolate smell. Maybe a hint of vanilla. ,"https://www.amazon.com/s/ref=as_li_ss_tl?k=chocolate&i=grocery&crid=2E0OVDPLB3UL8&sprefix=chocoalte,aps,186&ref=nb_sb_ss_sc_2_9&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=8df4a4f789c56ab7457b524220ad1445"
Milky Way (9) ,Milky Way Fudge ,https://www.taquitos.net/candy/Milky-Way-Fudge,"Taste test: This variation on the standard Milky Way bar kept two of the three elements in place, with the same milk chocolate coating and caramel layer near the top, while swapping out the Milky Way's nougat layer for a darker, fudge-flavored nougat.","Smell test: Good caramel and chocolate smell, not that different from a regular Milky Way. ","https://www.amazon.com/s/ref=as_li_ss_tl?k=chocolate&i=grocery&crid=2E0OVDPLB3UL8&sprefix=chocoalte,aps,186&ref=nb_sb_ss_sc_2_9&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=8df4a4f789c56ab7457b524220ad1445"
Milky Way (9) ,Milky Way Magic Stars ,https://www.taquitos.net/candy/Milky-Way-Magic-Stars,"Taste test: This bag contained smallish five-poined stars made from milk chocolate, with various different faces in the center of each ones.",Smell test: Good milk chocolate smell. ,"https://www.amazon.com/s/ref=as_li_ss_tl?k=chocolate&i=grocery&crid=2E0OVDPLB3UL8&sprefix=chocoalte,aps,186&ref=nb_sb_ss_sc_2_9&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=8df4a4f789c56ab7457b524220ad1445"
Milky Way (9) ,Milky Way Salted Caramel ,https://www.taquitos.net/candy/Milky-Way-Salted-Caramel,"Taste test: We discovered this version of Milky Way in a six-bar Fun Size multipack, before ever seeing a full-size bar to review, so we'll go against our general practice of reviewing the full-size versions.",Smell test: Great mix of caramel and milk chocolate. ,"https://www.amazon.com/s/ref=as_li_ss_tl?k=chocolate&i=grocery&crid=2E0OVDPLB3UL8&sprefix=chocoalte,aps,186&ref=nb_sb_ss_sc_2_9&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=8df4a4f789c56ab7457b524220ad1445"
Milky Way (9) ,Milky Way Simply Caramel ,https://www.taquitos.net/candy/Milky-Way-Simply-Caramel,"Taste test: This version of the Milky Way bar did away with the chocolate nougat part of the interior and expanded the caramel to compensate, while retaining the milk chocolate coating.",Smell test: Mild caramel smell. ,"https://www.amazon.com/s/ref=as_li_ss_tl?k=chocolate&i=grocery&crid=2E0OVDPLB3UL8&sprefix=chocoalte,aps,186&ref=nb_sb_ss_sc_2_9&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=8df4a4f789c56ab7457b524220ad1445"
Milky Way (9) ,Milky Way Unwrapped Bites ,https://www.taquitos.net/candy/Milk-Way-Unwrapped-Bites,"Taste test: This bag contained small, roughly cube-shaped versions of the Milk Way bar, indeed unwrapped as the name said, with milk chocolate exteriors just like full Milky Way bars.",Smell test: Just like a Milky Way bar — mild caramel and milk chocolate. Great. ,"https://www.amazon.com/s/ref=as_li_ss_tl?k=chocolate&i=grocery&crid=2E0OVDPLB3UL8&sprefix=chocoalte,aps,186&ref=nb_sb_ss_sc_2_9&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=8df4a4f789c56ab7457b524220ad1445"
Miss Vickie's (8) ,Miss Vickie's Farmhouse White Cheddar Kettle Cooked Potato Chips ,https://www.taquitos.net/chips/Miss-Vickies-Farmhouse-White-Cheddar,"Taste test: These potato chips had wiggly shapes and a nice light yellow color, with lots of bubbles embedded inside. Picking up a chips, I could feel a lot of cheese seasoning powder on my fingertips.","Smell test: Nice cheddar smell, fairly strong. ",https://www.amazon.com/s/ref=as_li_ss_tl?url=search-alias=grocery&field-keywords=Frito-lay&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=fd6d1a06385326b1a3b04cbdfd565e50
Miss Vickie's (8) ,Miss Vickie's Jalapeno Potato Chips ,https://www.taquitos.net/snacks.php?snack_code=449,"Taste test: Yeah, there's a jalepeño taste, but it's not particularly hot.",Smell test: Mild jalapeno smell without the burning sensation. ,https://www.amazon.com/s/ref=as_li_ss_tl?url=search-alias=grocery&field-keywords=Frito-lay&linkCode=ll2&tag=taquitosnet-ta-1-20&linkId=fd6d1a06385326b1a3b04cbdfd565e50
